omega,cooperativity,kon,v_s,D,tip_off,cooperativity_mode,run_folder
0.71,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0334
0.72,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0335
0.73,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0336
0.74,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0337
0.75,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0338
0.76,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0339
0.77,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0340
0.78,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0341
0.79,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0342
0.8,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0343
0.81,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0344
0.82,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0345
0.83,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0346
0.84,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0347
0.85,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0348
0.86,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0349
0.87,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0350
0.88,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0351
0.89,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0352
0.9,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0353
0.91,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0354
0.92,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0355
0.93,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0356
0.94,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0357
0.95,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0358
0.96,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0359
0.97,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0360
0.98,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0361
0.99,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0362
1.0,3,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0363
0.0,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0364
0.05,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0365
0.1,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0366
0.15,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0367
0.2,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0368
0.25,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0369
0.3,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0370
0.35,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0371
0.4,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0372
0.45,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0373
0.5,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0374
0.55,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0375
0.6,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0376
0.65,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0377
0.7,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0378
0.75,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0379
0.8,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0380
0.85,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0381
0.9,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0382
0.95,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0383
1.0,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0384
0.7,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0385
0.71,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0386
0.72,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0387
0.73,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0388
0.74,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0389
0.75,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0390
0.76,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0391
0.77,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0392
0.78,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0393
0.79,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0394
0.8,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0395
0.81,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0396
0.82,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0397
0.83,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0398
0.84,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0399
0.85,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0400
0.86,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0401
0.87,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0402
0.88,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0403
0.89,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0404
0.9,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0405
0.91,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0406
0.92,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0407
0.93,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0408
0.94,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0409
0.95,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0410
0.96,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0411
0.97,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0412
0.98,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0413
0.99,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0414
1.0,4,0.00012,0.39,0.09,0.0,mixed,runs_1nM/scan/run0415
