omega,cooperativity,kon,v_s,D,tip_off,cooperativity_mode,run_folder
0.76,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0287
0.77,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0288
0.78,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0289
0.79,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0290
0.8,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0291
0.81,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0292
0.82,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0293
0.83,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0294
0.84,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0295
0.85,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0296
0.86,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0297
0.87,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0298
0.88,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0299
0.89,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0300
0.9,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0301
0.91,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0302
0.92,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0303
0.93,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0304
0.94,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0305
0.95,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0306
0.96,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0307
0.97,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0308
0.98,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0309
0.99,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0310
1.0,2,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0311
0.0,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0312
0.05,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0313
0.1,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0314
0.15,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0315
0.2,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0316
0.25,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0317
0.3,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0318
0.35,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0319
0.4,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0320
0.45,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0321
0.5,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0322
0.55,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0323
0.6,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0324
0.65,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0325
0.7,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0326
0.75,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0327
0.8,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0328
0.85,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0329
0.9,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0330
0.95,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0331
1.0,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0332
0.7,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0333
0.71,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0334
0.72,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0335
0.73,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0336
0.74,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0337
0.75,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0338
0.76,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0339
0.77,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0340
0.78,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0341
0.79,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0342
0.8,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0343
0.81,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0344
0.82,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0345
0.83,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0346
0.84,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0347
0.85,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0348
0.86,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0349
0.87,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0350
0.88,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0351
0.89,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0352
0.9,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0353
0.91,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0354
0.92,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0355
0.93,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0356
0.94,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0357
0.95,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0358
0.96,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0359
0.97,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0360
0.98,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0361
0.99,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0362
1.0,3,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0363
0.0,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0364
0.05,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0365
0.1,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0366
0.15,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0367
0.2,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0368
0.25,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0369
0.3,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0370
0.35,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0371
0.4,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0372
0.45,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0373
0.5,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0374
0.55,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0375
0.6,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0376
0.65,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0377
0.7,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0378
0.75,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0379
0.8,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0380
0.85,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0381
0.9,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0382
0.95,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0383
1.0,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0384
0.7,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0385
0.71,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0386
0.72,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0387
0.73,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0388
0.74,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0389
0.75,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0390
0.76,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0391
0.77,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0392
0.78,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0393
0.79,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0394
0.8,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0395
0.81,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0396
0.82,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0397
0.83,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0398
0.84,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0399
0.85,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0400
0.86,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0401
0.87,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0402
0.88,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0403
0.89,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0404
0.9,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0405
0.91,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0406
0.92,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0407
0.93,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0408
0.94,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0409
0.95,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0410
0.96,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0411
0.97,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0412
0.98,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0413
0.99,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0414
1.0,4,0.03591,0.39,0.011,0.0,mixed_antiparallel,runs_overlaps_2pf/scan/run0415
