omega,cooperativity,kon,v_s,D,tip_off,cooperativity_mode,run_folder
1.0,6,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0311
0.0,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0312
0.05,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0313
0.1,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0314
0.15,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0315
0.2,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0316
0.25,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0317
0.3,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0318
0.35,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0319
0.4,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0320
0.45,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0321
0.5,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0322
0.55,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0323
0.6,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0324
0.65,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0325
0.7,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0326
0.75,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0327
0.8,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0328
0.85,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0329
0.9,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0330
0.95,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0331
1.0,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0332
0.7,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0333
0.71,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0334
0.72,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0335
0.73,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0336
0.74,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0337
0.75,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0338
0.76,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0339
0.77,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0340
0.78,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0341
0.79,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0342
0.8,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0343
0.81,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0344
0.82,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0345
0.83,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0346
0.84,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0347
0.85,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0348
0.86,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0349
0.87,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0350
0.88,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0351
0.89,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0352
0.9,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0353
0.91,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0354
0.92,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0355
0.93,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0356
0.94,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0357
0.95,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0358
0.96,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0359
0.97,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0360
0.98,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0361
0.99,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0362
1.0,7,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0363
0.0,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0364
0.05,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0365
0.1,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0366
0.15,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0367
0.2,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0368
0.25,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0369
0.3,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0370
0.35,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0371
0.4,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0372
0.45,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0373
0.5,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0374
0.55,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0375
0.6,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0376
0.65,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0377
0.7,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0378
0.75,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0379
0.8,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0380
0.85,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0381
0.9,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0382
0.95,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0383
1.0,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0384
0.7,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0385
0.71,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0386
0.72,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0387
0.73,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0388
0.74,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0389
0.75,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0390
0.76,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0391
0.77,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0392
0.78,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0393
0.79,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0394
0.8,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0395
0.81,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0396
0.82,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0397
0.83,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0398
0.84,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0399
0.85,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0400
0.86,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0401
0.87,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0402
0.88,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0403
0.89,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0404
0.9,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0405
0.91,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0406
0.92,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0407
0.93,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0408
0.94,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0409
0.95,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0410
0.96,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0411
0.97,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0412
0.98,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0413
0.99,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0414
1.0,13,0.00224,0.39,0.09,0.0,mixed,runs_6nM_extra/scan/run0415
